,flight_number,origin_station_code,destination_station_code,scheduled_departure_date,question_text,score,satisfaction_type,number_of_legs,driver_sub_group1,driver_sub_group2,generation,ua_uax,actual_flown_miles,haul_type,international_domestic_indicator,ques_verbatim_text,verbatim_text,meal_group,meal_category,meal_short_description,pre_order_qty,planned_entree_count,consumed_entree_count
66,234,DEX,SFX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,967,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Wine glasses not boarded.,ENTREES HOT,VEGETARIAN,Mediterranean Falafel Bowl,1,4,2
67,234,DEX,SFX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,967,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Wine glasses not boarded.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,2,1
68,2494,PDX,DEX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,2,food & beverage,food and beverage satisfaction,Boomer,UA,992,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,BREAKFAST,Belgium waffle,1,10,8
69,2494,PDX,DEX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,2,food & beverage,food and beverage satisfaction,Boomer,UA,992,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,BREAKFAST,Belgium waffle,1,10,8
70,2494,PDX,DEX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,2,food & beverage,food and beverage satisfaction,Boomer,UA,992,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,BREAKFAST,Belgium waffle,1,10,8
71,2494,PDX,DEX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,2,food & beverage,food and beverage satisfaction,Boomer,UA,992,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,BREAKFAST,Scrambled eggs,3,10,6
72,2494,PDX,DEX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,2,food & beverage,food and beverage satisfaction,Boomer,UA,992,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,BREAKFAST,Scrambled eggs,1,10,6
73,2494,PDX,DEX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,2,food & beverage,food and beverage satisfaction,Silent,UA,992,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,BREAKFAST,Belgium waffle,1,10,8
74,2494,PDX,DEX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,2,food & beverage,food and beverage satisfaction,Silent,UA,992,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,BREAKFAST,Belgium waffle,1,10,8
75,2494,PDX,DEX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,2,food & beverage,food and beverage satisfaction,Silent,UA,992,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,BREAKFAST,Belgium waffle,1,10,8
76,2494,PDX,DEX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,2,food & beverage,food and beverage satisfaction,Silent,UA,992,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,BREAKFAST,Scrambled eggs,3,10,6
77,2494,PDX,DEX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,2,food & beverage,food and beverage satisfaction,Silent,UA,992,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,BREAKFAST,Scrambled eggs,1,10,6
78,2152,PDX,DEX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,2,food & beverage,food and beverage satisfaction,Boomer,UA,992,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,"Variety is limited. I do not purchase any good because of that reason. I will eat at the airport before boarding, or bring my own food.",ENTREES HOT,BREAKFAST,Belgium waffle,1,6,4
79,2152,PDX,DEX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,2,food & beverage,food and beverage satisfaction,Boomer,UA,992,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,"Variety is limited. I do not purchase any good because of that reason. I will eat at the airport before boarding, or bring my own food.",ENTREES HOT,BREAKFAST,Belgium waffle,1,6,4
80,2152,PDX,DEX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,2,food & beverage,food and beverage satisfaction,Boomer,UA,992,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,"Variety is limited. I do not purchase any good because of that reason. I will eat at the airport before boarding, or bring my own food.",ENTREES HOT,BREAKFAST,Scrambled eggs,1,6,6
81,2152,PDX,DEX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,2,food & beverage,food and beverage satisfaction,Boomer,UA,992,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,"Variety is limited. I do not purchase any good because of that reason. I will eat at the airport before boarding, or bring my own food.",ENTREES HOT,BREAKFAST,Scrambled eggs,1,6,6
82,2152,PDX,DEX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,2,food & beverage,food and beverage satisfaction,Boomer,UA,992,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,"Variety is limited. I do not purchase any good because of that reason. I will eat at the airport before boarding, or bring my own food.",ENTREES HOT,BREAKFAST,Scrambled eggs,1,6,6
83,319,DEX,EUX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,2,food & beverage,food and beverage satisfaction,Millennial,UA,997,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,"Did not get my chosen meal because another passenger asked to switch seats. By the time the flight attendant asked me, she said she would have to take the meal from someone else if I wanted it. Understandable since I volunteered to switch seats.",ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,2,1
84,319,DEX,EUX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,2,food & beverage,food and beverage satisfaction,Gen X,UA,997,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,"Did not get my chosen meal because another passenger asked to switch seats. By the time the flight attendant asked me, she said she would have to take the meal from someone else if I wanted it. Understandable since I volunteered to switch seats.",ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,2,1
85,590,DEX,EUX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,2,food & beverage,food and beverage satisfaction,Gen Z,UA,997,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,no.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,3,3
86,590,DEX,EUX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,2,food & beverage,food and beverage satisfaction,Gen Z,UA,997,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,no.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,5,3,3
87,590,DEX,EUX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,997,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,no.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,3,3
88,590,DEX,EUX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,997,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,no.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,5,3,3
89,1463,SEX,DEX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,2,food & beverage,food and beverage satisfaction,Gen X,UA,1024,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Wpuld like bloody Mary juice back as soon as possible.,ENTREES HOT,BREAKFAST,Scrambled eggs,1,20,20
90,1463,SEX,DEX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,2,food & beverage,food and beverage satisfaction,Gen X,UA,1024,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Wpuld like bloody Mary juice back as soon as possible.,ENTREES HOT,BREAKFAST,Scrambled eggs,2,20,20
91,2621,EWX,PBX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,1024,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Compared to other Airlines your food is very low quality.,ENTREES HOT,BREAKFAST,Belgium waffle,1,7,0
92,2621,EWX,PBX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,1024,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Compared to other Airlines your food is very low quality.,ENTREES HOT,BREAKFAST,Tomato and kale baked egg,1,1,0
93,2621,EWX,PBX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,1024,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Compared to other Airlines your food is very low quality.,ENTREES HOT,BREAKFAST,Scrambled eggs,1,7,0
94,2621,EWX,PBX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,1024,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Compared to other Airlines your food is very low quality.,ENTREES HOT,BREAKFAST,Scrambled eggs,1,7,0
95,2621,EWX,PBX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,1024,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Compared to other Airlines your food is very low quality.,ENTREES HOT,BREAKFAST,Horchata steel cut oatmeal,1,1,0
96,2621,EWX,PBX,2022-09-09,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Millennial,UA,1024,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Compared to other Airlines your food is very low quality.,ENTREES HOT,BREAKFAST,Belgium waffle,1,7,0
